phenotype,phenotype_label,as,ct
HP:0100547,Abnormal forebrain morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0010950,Abnormal fourth ventricle morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0011282,Abnormal hindbrain morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0025100,Abnormal hippocampus morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012286,Abnormal hypothalamus morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012285,Abnormal hypothalamus physiology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0030047,Abnormal lateral ventricle morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0200011,Abnormal length of corpus callosum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0011441,Abnormal medulla oblongata morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002418,Abnormal midbrain morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0040327,Abnormal morphology of the olfactory bulb,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012681,Abnormal pineal morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012684,Abnormal pineal volume,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007361,Abnormal pons morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0031982,Abnormal putamen morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007256,Abnormal pyramidal sign,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0011218,Abnormal shape of the frontal region,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0045007,Abnormal substantia nigra morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0034221,Abnormal temporal lobe morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012693,Abnormal thalamic size,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0010663,Abnormal thalamus morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0010951,Abnormal third ventricle morphology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012688,Abnormality of pineal physiology,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0030301,Abnormality of the anterior commissure,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012502,Abnormality of the internal capsule,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012680,Abnormality of the pineal gland,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0010661,Absence of the third cerebral ventricle,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007265,Absent mesencephalon,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002335,Agenesis of cerebellar vermis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0001274,Agenesis of corpus callosum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012687,Agenesis of pineal gland,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0041052,Agenesis of putamen,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0032466,Aplasia of the olfactory bulb,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0020128,Aplasia of the olfactory tract,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0010999,Aplasia of the optic tract,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007365,Aplasia/Hypoplasia involving the corticospinal tracts,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0006817,Aplasia/Hypoplasia of the cerebellar vermis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007360,Aplasia/Hypoplasia of the cerebellum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007370,Aplasia/Hypoplasia of the corpus callosum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0011000,Aplasia/Hypoplasia of the optic tract,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002410,Aqueductal stenosis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007374,Atrophy/Degeneration involving the caudate nucleus,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0030049,Brain abscess,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012444,Brain atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002340,Caudate atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0001272,Cerebellar atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007352,Cerebellar calcifications,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0008278,Cerebellar cortical atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002350,Cerebellar cyst,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007033,Cerebellar dysplasia,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0010795,Cerebellar glioma,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012698,Cerebellar gliosis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0001321,Cerebellar hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002438,Cerebellar malformation,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007129,Cerebellar medulloblastoma,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0006855,Cerebellar vermis atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0001320,Cerebellar vermis hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002120,Cerebral cortical atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0001342,Cerebral hemorrhage,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0006808,Cerebral hypomyelination,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012676,Copper accumulation in brain,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007371,Corpus callosum atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002539,Cortical dysplasia,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007117,Corticospinal tract atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007016,Corticospinal tract hypoplasia,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012685,Decreased pineal volume,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012695,Decreased thalamic volume,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002198,Dilated fourth ventricle,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007082,Dilated third ventricle,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002195,Dysgenesis of the cerebellar vermis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0025101,Dysgenesis of the hippocampus,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0025098,Dysgenesis of the hypothalamus,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0025099,Dysgenesis of the thalamus,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0006989,Dysplastic corpus callosum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012081,Enlarged cerebellum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0100961,Enlarged hippocampus,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012694,Enlarged thalamic volume,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007330,Frontoethmoidal encephalocele,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0006930,Frontoparietal cortical dysplasia,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0410170,Hippocampal atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0000238,Hydrocephalus,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007036,Hypoplasia of olfactory tract,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002079,Hypoplasia of the corpus callosum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007333,Hypoplasia of the frontal lobes,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0040326,Hypoplasia of the olfactory bulb,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007096,Hypoplasia of the optic tract,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012110,Hypoplasia of the pons,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0025058,Hypothalamic atrophy,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0025037,Hypothalamic gliosis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002444,Hypothalamic hamartoma,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012686,Increased pineal volume,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012675,Iron accumulation in brain,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012678,Iron accumulation in substantia nigra,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0006956,Lateral ventricle dilatation,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007001,Loss of Purkinje cells in the cerebellar vermis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007115,Naso-orbital encephalocele,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002085,Occipital encephalocele,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0001338,Partial agenesis of the corpus callosum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0006931,Pericallosal lipoma,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012683,Pineal cyst,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0012682,Pineal gland calcification,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0200012,Short corpus callosum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002472,Small cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0003416,Spinal canal stenosis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0011960,Substantia nigra gliosis,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0025041,Thalamic calcification,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0025040,Thalamic edema,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0006891,Thick cerebral cortex,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0007074,Thick corpus callosum,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0002119,Ventriculomegaly,http://purl.obolibrary.org/obo/UBERON_0000955,
HP:0031065,Abnormal ovarian morphology,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0031066,Abnormal ovarian physiology,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0000137,Abnormality of the ovary,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0010463,Aplasia of the ovary,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0010462,Aplasia/Hypoplasia of the ovary,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0100879,Enlarged ovaries,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0000134,Female hypogonadism,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0008724,Hypoplasia of the ovary,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0000138,Ovarian cyst,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0000147,Polycystic ovaries,http://purl.obolibrary.org/obo/UBERON_0000992,
HP:0030126,Abnormal endometrium morphology,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0012888,Abnormal uterine cervix morphology,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0031105,Abnormal uterus morphology,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0000130,Abnormality of the uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0000151,Aplasia of the uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0008684,Aplasia/hypoplasia of the uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0000813,Bicornuate uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0000136,Bifid uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0030008,Cervical agenesis,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0100878,Enlarged uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0040298,Hyperplasia of the endometrium,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0000013,Hypoplasia of the uterus,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0000139,Uterine prolapse,http://purl.obolibrary.org/obo/UBERON_0000995,
HP:0011124,Abnormal epidermal morphology,http://purl.obolibrary.org/obo/UBERON_0001003,
HP:0000962,Hyperkeratosis,http://purl.obolibrary.org/obo/UBERON_0001003,
HP:0009124,Abnormal adipose tissue morphology,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0000291,Abnormality of facial adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0005995,Decreased adipose tissue around neck,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0009126,Increased adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0000468,Increased adipose tissue around the neck,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0000287,Increased facial adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0008993,Increased intraabdominal fat,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0008985,Increased intramuscular fat,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0000292,Loss of facial adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0009017,Loss of gluteal subcutaneous adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0009056,Loss of subcutaneous adipose tissue from upper limbs,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0003635,Loss of subcutaneous adipose tissue in limbs,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0012490,Panniculitis,http://purl.obolibrary.org/obo/UBERON_0001013,
HP:0006897,Abducens palsy,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0001291,Abnormal cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0031910,Abnormal cranial nerve physiology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0010824,Abnormal fifth cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:3000047,Abnormal glossopharyngeal nerve morphology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0011391,Abnormal inner ear nerve morphology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:3000075,Abnormal lingual nerve morphology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0045010,Abnormal peripheral nerve morphology by anatomical site,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0010827,Abnormal seventh cranial physiology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0011348,Abnormal sixth cranial nerve morphology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0009591,Abnormal vestibulocochlear nerve morphology,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0010826,Abnormality of the twelfth cranial nerve,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0100292,Amyloidosis of peripheral nerves,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0006824,Cranial nerve paralysis,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0012645,Enlarged peripheral nerve,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0007011,Fourth cranial nerve palsy,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0003406,Peripheral nerve compression,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0000407,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/UBERON_0001021,
HP:0002031,Abnormal esophagus morphology,http://purl.obolibrary.org/obo/UBERON_0001043,
HP:0025270,Abnormal esophagus physiology,http://purl.obolibrary.org/obo/UBERON_0001043,
HP:0011128,Acute esophageal necrosis,http://purl.obolibrary.org/obo/UBERON_0001043,
HP:0002032,Esophageal atresia,http://purl.obolibrary.org/obo/UBERON_0001043,
HP:0100681,Esophageal duplication,http://purl.obolibrary.org/obo/UBERON_0001043,
HP:0005240,Esophageal obstruction,http://purl.obolibrary.org/obo/UBERON_0001043,
HP:0004791,Esophageal ulceration,http://purl.obolibrary.org/obo/UBERON_0001043,
HP:0002575,Tracheoesophageal fistula,http://purl.obolibrary.org/obo/UBERON_0001043,
HP:0100811,Aplasia/Hypoplasia of the colon,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0500027,Aplastic colon,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0002583,Colitis,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0010448,Colonic atresia,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0002253,Colonic diverticula,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0012851,Colonic stenosis,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0005223,Duplicated colon,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0005210,Hypoplastic colon,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0004785,Malrotation of colon,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:0004388,Microcolon,http://purl.obolibrary.org/obo/UBERON_0001155,
HP:3000024,Abnormal facial artery morphology,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:3000049,Abnormal greater palatine artery morphology,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:3000054,Abnormal inferior alveolar artery morphology,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:3000060,Abnormal infraorbital artery morphology,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:3000074,Abnormal lingual artery morphology,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:3000023,Abnormality of angular artery,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:3000056,Abnormality of artery of lower lip,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:3000041,Abnormality of external carotid artery,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:0100765,Abnormality of the tonsils,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:0030813,Absent tonsils,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:0030812,Enlarged tonsils,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:0031315,External carotid artery calcification,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:0011110,Recurrent tonsillitis,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:0002633,Vasculitis,http://purl.obolibrary.org/obo/UBERON_0001156,
HP:3000024,Abnormal facial artery morphology,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:3000049,Abnormal greater palatine artery morphology,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:3000054,Abnormal inferior alveolar artery morphology,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:3000060,Abnormal infraorbital artery morphology,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:3000074,Abnormal lingual artery morphology,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:3000023,Abnormality of angular artery,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:3000056,Abnormality of artery of lower lip,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:3000041,Abnormality of external carotid artery,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:0100765,Abnormality of the tonsils,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:0030813,Absent tonsils,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:0030812,Enlarged tonsils,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:0031315,External carotid artery calcification,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:0011110,Recurrent tonsillitis,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:0002633,Vasculitis,http://purl.obolibrary.org/obo/UBERON_0001159,
HP:0011035,Abnormal renal cortex morphology,http://purl.obolibrary.org/obo/UBERON_0001225,
HP:0002048,Renal cortical atrophy,http://purl.obolibrary.org/obo/UBERON_0001225,
HP:0000803,Renal cortical cysts,http://purl.obolibrary.org/obo/UBERON_0001225,
HP:0025418,Renal cortical necrosis,http://purl.obolibrary.org/obo/UBERON_0001225,
HP:0100889,Abnormal ductus choledochus morphology,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0012090,Abnormal pancreas morphology,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0012094,Abnormal pancreas size,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0003549,Abnormality of connective tissue,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0012093,Abnormality of endocrine pancreas physiology,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0012092,Abnormality of exocrine pancreas physiology,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0012091,Abnormality of pancreas physiology,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0001732,Abnormality of the pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0006476,Abnormality of the pancreatic islet cells,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0001735,Acute pancreatitis,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0100800,Aplasia/Hypoplasia of the pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0006280,Chronic pancreatitis,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0001738,Exocrine pancreatic insufficiency,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0009025,Increased connective tissue,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0008194,Multiple pancreatic beta-cell adenomas,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0025079,Pancreatic abscess,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0100801,Pancreatic aplasia,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0005213,Pancreatic calcification,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0001737,Pancreatic cysts,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0005232,Pancreatic dysplasia,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0006277,Pancreatic hyperplasia,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0002594,Pancreatic hypoplasia,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0008261,Pancreatic islet cell adenoma,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0004510,Pancreatic islet-cell hyperplasia,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0006273,Pancreatic lymphangiectasis,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0001733,Pancreatitis,http://purl.obolibrary.org/obo/UBERON_0001264,
HP:0009787,Aplasia/Hypoplasia of the quadriceps,http://purl.obolibrary.org/obo/UBERON_0001377,
HP:0009788,Quadriceps aplasia,http://purl.obolibrary.org/obo/UBERON_0001377,
HP:0009050,Quadriceps muscle atrophy,http://purl.obolibrary.org/obo/UBERON_0001377,
HP:0003731,Quadriceps muscle weakness,http://purl.obolibrary.org/obo/UBERON_0001377,
HP:0040191,Rectus femoris muscle atrophy,http://purl.obolibrary.org/obo/UBERON_0001377,
HP:0012319,Absent pigmentation of the abdomen,http://purl.obolibrary.org/obo/UBERON_0001416,
HP:0005112,Abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031313,Abdominal aortic calcification,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0012303,Abnormal aortic arch morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0005344,Abnormal carotid artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0012326,Abnormal celiac artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000024,Abnormal facial artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000049,Abnormal greater palatine artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000054,Abnormal inferior alveolar artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000060,Abnormal infraorbital artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000062,Abnormal internal carotid artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000065,Abnormal lacrimal artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000074,Abnormal lingual artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0008776,Abnormal renal artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0030321,Abnormal vertebral artery morphology,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000023,Abnormality of angular artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000031,Abnormality of anterior ethmoidal artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000056,Abnormality of artery of lower lip,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000032,Abnormality of central retinal artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000039,Abnormality of dorsal nasal artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:3000041,Abnormality of external carotid artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0410006,Abnormality of ophthalmic artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0005113,Aortic arch aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0005303,Aortic arch calcification,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0004970,Ascending tubular aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031711,Asymmetric abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031310,Basilar artery calcification,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0004974,Coarctation of abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0004959,Descending thoracic aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0100860,Dilatation of Inferior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0100858,Dilatation of celiac artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0100859,Dilatation of superior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031315,External carotid artery calcification,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031644,Fusiform abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031646,Fusiform aortic arch aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031643,Fusiform ascending tubular aorta aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0012728,Fusiform descending thoracic aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0012304,Hypoplastic aortic arch,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031307,Internal carotid artery calcification,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0005290,Internal carotid artery hypoplasia,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031311,Middle cerebral artery calcification,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0007968,Remnants of the hyaloid vascular system,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0001920,Renal artery stenosis,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031645,Saccular abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031647,Saccular aortic arch aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0012729,Saccular descending thoracic aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0031308,Vertebral artery calcification,http://purl.obolibrary.org/obo/UBERON_0001496,
HP:0005112,Abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0031313,Abdominal aortic calcification,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0012326,Abnormal celiac artery morphology,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0008776,Abnormal renal artery morphology,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0031711,Asymmetric abdominal aortic aneurysm,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0004974,Coarctation of abdominal aorta,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0100860,Dilatation of Inferior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0001516,
HP:0100858,Dilatation of celiac artery,http://purl.obolibrary.org/obo/UBERON_0001516,
