gene_symbol,disease_id,onset_name,onset_id
SLC35C1,OMIM:131300,Juvenile onset,HP:0003621
SLC35C1,OMIM:266265,Pediatric onset,HP:0410280
SLC35C1,OMIM:266265,Infantile onset,HP:0003593
SLC35D1,OMIM:131300,Pediatric onset,HP:0410280
SLC35D1,OMIM:131300,Juvenile onset,HP:0003621
SLC37A4,OMIM:232220,Infantile onset,HP:0003593
SLC37A4,OMIM:232220,Pediatric onset,HP:0410280
SLC37A4,OMIM:232240,Neonatal onset,HP:0003623
SLC37A4,OMIM:619525,Congenital onset,HP:0003577
SLC37A4,OMIM:619525,Infantile onset,HP:0003593
SLC37A4,OMIM:619525,Pediatric onset,HP:0410280
SLC37A4,OMIM:619525,Juvenile onset,HP:0003621
SLC38A3,OMIM:619881,Pediatric onset,HP:0410280
SLC38A3,OMIM:619881,Infantile onset,HP:0003593
SLC38A3,OMIM:619881,Neonatal onset,HP:0003623
SLC38A3,OMIM:619881,Childhood onset,HP:0011463
SLC38A8,OMIM:609218,Pediatric onset,HP:0410280
SLC38A8,OMIM:609218,Infantile onset,HP:0003593
SLC39A13,OMIM:131300,Juvenile onset,HP:0003621
SLC39A13,OMIM:131300,Pediatric onset,HP:0410280
SLC39A14,OMIM:144755,Juvenile onset,HP:0003621
SLC39A14,OMIM:617013,Infantile onset,HP:0003593
SLC39A14,OMIM:617013,Pediatric onset,HP:0410280
SLC39A4,OMIM:201100,Pediatric onset,HP:0410280
SLC39A4,OMIM:201100,Childhood onset,HP:0011463
SLC39A4,OMIM:201100,Infantile onset,HP:0003593
SLC39A5,OMIM:180100,Childhood onset,HP:0011463
SLC39A5,OMIM:180100,Pediatric onset,HP:0410280
SLC39A5,OMIM:180100,Juvenile onset,HP:0003621
SLC39A5,OMIM:615946,Pediatric onset,HP:0410280
SLC39A5,OMIM:615946,Juvenile onset,HP:0003621
SLC39A7,OMIM:619693,Pediatric onset,HP:0410280
SLC39A7,OMIM:619693,Infantile onset,HP:0003593
SLC39A7,OMIM:619693,Neonatal onset,HP:0003623
SLC39A7,OMIM:619693,Childhood onset,HP:0011463
SLC39A8,OMIM:616721,Congenital onset,HP:0003577
SLC41A1,OMIM:619468,Pediatric onset,HP:0410280
SLC41A1,OMIM:619468,Infantile onset,HP:0003593
SLC46A1,OMIM:229050,Pediatric onset,HP:0410280
SLC46A1,OMIM:229050,Infantile onset,HP:0003593
SLC4A1,OMIM:179800,Pediatric onset,HP:0410280
SLC4A1,OMIM:179800,Juvenile onset,HP:0003621
SLC4A10,OMIM:620746,Neonatal onset,HP:0003623
SLC4A10,OMIM:620746,Congenital onset,HP:0003577
SLC4A11,OMIM:217400,Pediatric onset,HP:0410280
SLC4A3,OMIM:620231,Juvenile onset,HP:0003621
SLC4A3,OMIM:620231,Pediatric onset,HP:0410280
SLC4A4,OMIM:604278,Pediatric onset,HP:0410280
SLC4A4,OMIM:604278,Early young adult onset,HP:0025708
SLC4A4,OMIM:604278,Childhood onset,HP:0011463
SLC4A7,OMIM:180100,Childhood onset,HP:0011463
SLC4A7,OMIM:180100,Pediatric onset,HP:0410280
SLC4A7,OMIM:180100,Juvenile onset,HP:0003621
SLC51A,OMIM:619484,Infantile onset,HP:0003593
SLC51A,OMIM:619484,Pediatric onset,HP:0410280
SLC51B,OMIM:619481,Neonatal onset,HP:0003623
SLC52A3,OMIM:211530,Childhood onset,HP:0011463
SLC52A3,OMIM:211530,Juvenile onset,HP:0003621
SLC52A3,OMIM:211530,Infantile onset,HP:0003593
SLC52A3,OMIM:211530,Pediatric onset,HP:0410280
SLC5A1,OMIM:606824,Neonatal onset,HP:0003623
SLC5A6,OMIM:618973,Infantile onset,HP:0003593
SLC5A6,OMIM:618973,Pediatric onset,HP:0410280
SLC5A6,OMIM:619903,Juvenile onset,HP:0003621
SLC5A7,OMIM:158580,Juvenile onset,HP:0003621
SLC5A7,OMIM:617143,Pediatric onset,HP:0410280
SLC5A7,OMIM:617143,Infantile onset,HP:0003593
SLC5A7,OMIM:617143,Congenital onset,HP:0003577
SLC6A1,OMIM:616421,Pediatric onset,HP:0410280
SLC6A1,OMIM:616421,Childhood onset,HP:0011463
SLC6A1,OMIM:616421,Juvenile onset,HP:0003621
SLC6A17,OMIM:616269,Infantile onset,HP:0003593
SLC6A17,OMIM:616269,Pediatric onset,HP:0410280
SLC6A19,OMIM:234500,Childhood onset,HP:0011463
SLC6A19,OMIM:234500,Pediatric onset,HP:0410280
SLC6A2,OMIM:604715,Juvenile onset,HP:0003621
SLC6A2,OMIM:604715,Pediatric onset,HP:0410280
SLC6A3,OMIM:613135,Pediatric onset,HP:0410280
SLC6A3,OMIM:613135,Neonatal onset,HP:0003623
SLC6A3,OMIM:613135,Infantile onset,HP:0003593
SLC6A5,OMIM:614618,Neonatal onset,HP:0003623
SLC6A6,OMIM:145350,Pediatric onset,HP:0410280
SLC6A6,OMIM:145350,Congenital onset,HP:0003577
SLC6A6,OMIM:145350,Infantile onset,HP:0003593
SLC6A8,OMIM:300352,Infantile onset,HP:0003593
SLC6A8,OMIM:300352,Pediatric onset,HP:0410280
SLC6A9,OMIM:617301,Congenital onset,HP:0003577
SLC7A14,OMIM:180100,Juvenile onset,HP:0003621
SLC7A14,OMIM:180100,Childhood onset,HP:0011463
SLC7A14,OMIM:180100,Pediatric onset,HP:0410280
SLC7A14,OMIM:615725,Childhood onset,HP:0011463
SLC7A6OS,OMIM:619191,Juvenile onset,HP:0003621
SLC7A6OS,OMIM:619191,Pediatric onset,HP:0410280
SLC7A7,OMIM:222700,Infantile onset,HP:0003593
SLC7A7,OMIM:222700,Pediatric onset,HP:0410280
SLC9A1,OMIM:616291,Pediatric onset,HP:0410280
SLC9A1,OMIM:616291,Childhood onset,HP:0011463
SLC9A7,OMIM:301024,Pediatric onset,HP:0410280
SLC9A7,OMIM:301024,Infantile onset,HP:0003593
SLCO2A1,OMIM:131300,Juvenile onset,HP:0003621
SLCO2A1,OMIM:131300,Pediatric onset,HP:0410280
SLCO2A1,OMIM:614441,Pediatric onset,HP:0410280
SLCO2A1,OMIM:614441,Juvenile onset,HP:0003621
SLCO5A1,OMIM:131300,Pediatric onset,HP:0410280
SLCO5A1,OMIM:131300,Juvenile onset,HP:0003621
SLF2,OMIM:620184,Infantile onset,HP:0003593
SLF2,OMIM:620184,Pediatric onset,HP:0410280
SLITRK2,OMIM:301107,Pediatric onset,HP:0410280
SLITRK2,OMIM:301107,Infantile onset,HP:0003593
SLITRK6,OMIM:156550,Congenital onset,HP:0003577
SLITRK6,OMIM:221200,Pediatric onset,HP:0410280
SLITRK6,OMIM:221200,Infantile onset,HP:0003593
SLITRK6,OMIM:221200,Congenital onset,HP:0003577
SLURP1,OMIM:248300,Pediatric onset,HP:0410280
SLURP1,OMIM:248300,Infantile onset,HP:0003593
SMAD2,OMIM:121050,Congenital onset,HP:0003577
SMAD2,OMIM:131300,Juvenile onset,HP:0003621
SMAD2,OMIM:208050,Infantile onset,HP:0003593
SMAD2,OMIM:208050,Juvenile onset,HP:0003621
SMAD2,OMIM:208050,Childhood onset,HP:0011463
SMAD2,OMIM:208050,Pediatric onset,HP:0410280
SMAD2,OMIM:208050,Congenital onset,HP:0003577
SMAD2,OMIM:208050,Neonatal onset,HP:0003623
SMAD2,OMIM:619656,Childhood onset,HP:0011463
SMAD2,OMIM:619656,Congenital onset,HP:0003577
SMAD2,OMIM:619657,Congenital onset,HP:0003577
SMAD3,OMIM:121050,Congenital onset,HP:0003577
SMAD3,OMIM:131300,Juvenile onset,HP:0003621
SMAD3,OMIM:208050,Congenital onset,HP:0003577
SMAD3,OMIM:208050,Pediatric onset,HP:0410280
SMAD3,OMIM:208050,Childhood onset,HP:0011463
SMAD3,OMIM:208050,Neonatal onset,HP:0003623
SMAD3,OMIM:208050,Juvenile onset,HP:0003621
SMAD3,OMIM:208050,Infantile onset,HP:0003593
SMAD4,OMIM:131300,Pediatric onset,HP:0410280
SMAD4,OMIM:131300,Juvenile onset,HP:0003621
SMAD4,OMIM:139210,Childhood onset,HP:0011463
SMAD6,OMIM:614823,Congenital onset,HP:0003577
SMAD9,OMIM:615342,Pediatric onset,HP:0410280
SMAD9,OMIM:615342,Juvenile onset,HP:0003621
SMARCA2,OMIM:601358,Neonatal onset,HP:0003623
SMARCA4,OMIM:131300,Juvenile onset,HP:0003621
SMARCA4,OMIM:613325,Infantile onset,HP:0003593
SMARCA4,OMIM:613325,Pediatric onset,HP:0410280
SMARCA4,OMIM:620792,Childhood onset,HP:0011463
SMARCAD1,OMIM:129200,Neonatal onset,HP:0003623
SMARCAL1,OMIM:131300,Juvenile onset,HP:0003621
SMARCAL1,OMIM:131300,Pediatric onset,HP:0410280
SMARCAL1,OMIM:242900,Congenital onset,HP:0003577
SMARCB1,OMIM:131300,Pediatric onset,HP:0410280
SMARCB1,OMIM:131300,Juvenile onset,HP:0003621
SMARCC1,OMIM:620241,Congenital onset,HP:0003577
SMARCC2,OMIM:618362,Infantile onset,HP:0003593
SMARCC2,OMIM:618362,Pediatric onset,HP:0410280
SMARCD2,OMIM:617475,Congenital onset,HP:0003577
SMARCE1,OMIM:131300,Pediatric onset,HP:0410280
SMARCE1,OMIM:131300,Juvenile onset,HP:0003621
SMC1A,OMIM:131300,Pediatric onset,HP:0410280
SMC1A,OMIM:131300,Juvenile onset,HP:0003621
SMC1A,OMIM:301044,Congenital onset,HP:0003577
SMC3,OMIM:131300,Juvenile onset,HP:0003621
SMC3,OMIM:610759,Pediatric onset,HP:0410280
SMC3,OMIM:610759,Infantile onset,HP:0003593
SMC3,OMIM:610759,Childhood onset,HP:0011463
SMG8,OMIM:180100,Pediatric onset,HP:0410280
SMG8,OMIM:180100,Childhood onset,HP:0011463
SMG8,OMIM:180100,Juvenile onset,HP:0003621
SMG9,OMIM:616920,Congenital onset,HP:0003577
SMG9,OMIM:619995,Congenital onset,HP:0003577
SMG9,OMIM:619995,Infantile onset,HP:0003593
SMG9,OMIM:619995,Pediatric onset,HP:0410280
SMN1,OMIM:253300,Infantile onset,HP:0003593
SMN1,OMIM:253300,Pediatric onset,HP:0410280
SMN1,OMIM:253300,Neonatal onset,HP:0003623
SMN1,OMIM:253400,Juvenile onset,HP:0003621
SMN1,OMIM:253400,Early young adult onset,HP:0025708
SMN2,OMIM:253400,Pediatric onset,HP:0410280
SMN2,OMIM:253400,Early young adult onset,HP:0025708
SMN2,OMIM:253400,Juvenile onset,HP:0003621
SMO,OMIM:241800,Congenital onset,HP:0003577
SMO,OMIM:601707,Congenital onset,HP:0003577
SMOC1,OMIM:206920,Congenital onset,HP:0003577
SMOC2,OMIM:131300,Pediatric onset,HP:0410280
SMOC2,OMIM:131300,Juvenile onset,HP:0003621
SMPD1,OMIM:257200,Pediatric onset,HP:0410280
SMPD1,OMIM:257200,Infantile onset,HP:0003593
SMPD1,OMIM:607616,Juvenile onset,HP:0003621
SMPD1,OMIM:607616,Childhood onset,HP:0011463
SMPX,OMIM:300066,Childhood onset,HP:0011463
SMPX,OMIM:300066,Pediatric onset,HP:0410280
SNAP29,OMIM:609528,Infantile onset,HP:0003593
SNAP29,OMIM:609528,Pediatric onset,HP:0410280
SNAPC4,OMIM:620515,Childhood onset,HP:0011463
SNAPC4,OMIM:620515,Pediatric onset,HP:0410280
SNAPC4,OMIM:620515,Infantile onset,HP:0003593
SNF8,OMIM:620783,Congenital onset,HP:0003577
SNF8,OMIM:620784,Juvenile onset,HP:0003621
SNF8,OMIM:620784,Childhood onset,HP:0011463
SNF8,OMIM:620784,Pediatric onset,HP:0410280
SNORD115-1,OMIM:176270,Congenital onset,HP:0003577
SNORD116-1,OMIM:176270,Congenital onset,HP:0003577
SNORD118,OMIM:614561,Childhood onset,HP:0011463
SNORD118,OMIM:614561,Infantile onset,HP:0003593
SNORD118,OMIM:614561,Juvenile onset,HP:0003621
SNORD118,OMIM:614561,Pediatric onset,HP:0410280
SNRNP200,OMIM:180100,Childhood onset,HP:0011463
SNRNP200,OMIM:180100,Juvenile onset,HP:0003621
SNRNP200,OMIM:180100,Pediatric onset,HP:0410280
SNRPB,OMIM:117650,Congenital onset,HP:0003577
SNRPB,OMIM:131300,Pediatric onset,HP:0410280
SNRPB,OMIM:131300,Juvenile onset,HP:0003621
SNRPN,OMIM:209850,Childhood onset,HP:0011463
SNRPN,OMIM:209850,Pediatric onset,HP:0410280
SNTA1,OMIM:612955,Early young adult onset,HP:0025708
SNUPN,OMIM:620793,Congenital onset,HP:0003577
SNUPN,OMIM:620793,Infantile onset,HP:0003593
SNUPN,OMIM:620793,Juvenile onset,HP:0003621
SNUPN,OMIM:620793,Pediatric onset,HP:0410280
SNUPN,OMIM:620793,Childhood onset,HP:0011463
SNX10,OMIM:131300,Juvenile onset,HP:0003621
SNX10,OMIM:615085,Infantile onset,HP:0003593
SNX10,OMIM:615085,Childhood onset,HP:0011463
SNX10,OMIM:615085,Pediatric onset,HP:0410280
SNX14,OMIM:616354,Infantile onset,HP:0003593
SNX14,OMIM:616354,Neonatal onset,HP:0003623
SNX14,OMIM:616354,Childhood onset,HP:0011463
SNX14,OMIM:616354,Pediatric onset,HP:0410280
SOBP,OMIM:613671,Infantile onset,HP:0003593
SOBP,OMIM:613671,Pediatric onset,HP:0410280
SOCS1,OMIM:619375,Childhood onset,HP:0011463
SOCS1,OMIM:619375,Juvenile onset,HP:0003621
SOCS1,OMIM:619375,Pediatric onset,HP:0410280
SOD1,OMIM:618598,Infantile onset,HP:0003593
SOD1,OMIM:618598,Pediatric onset,HP:0410280
SOHLH1,OMIM:617690,Juvenile onset,HP:0003621
SOHLH1,OMIM:617690,Pediatric onset,HP:0410280
SOHLH1,OMIM:617690,Early young adult onset,HP:0025708
SON,OMIM:617140,Infantile onset,HP:0003593
SON,OMIM:617140,Pediatric onset,HP:0410280
SOS1,OMIM:131300,Pediatric onset,HP:0410280
SOS1,OMIM:131300,Juvenile onset,HP:0003621
SOS2,OMIM:131300,Juvenile onset,HP:0003621
SOS2,OMIM:131300,Pediatric onset,HP:0410280
SOST,OMIM:122860,Pediatric onset,HP:0410280
SOST,OMIM:122860,Infantile onset,HP:0003593
SOST,OMIM:131300,Juvenile onset,HP:0003621
SOX10,OMIM:146110,Juvenile onset,HP:0003621
SOX10,OMIM:146110,Pediatric onset,HP:0410280
SOX10,OMIM:609136,Neonatal onset,HP:0003623
SOX10,OMIM:611584,Congenital onset,HP:0003577
SOX11,OMIM:615866,Childhood onset,HP:0011463
SOX11,OMIM:615866,Neonatal onset,HP:0003623
SOX11,OMIM:615866,Pediatric onset,HP:0410280
SOX18,OMIM:137940,Pediatric onset,HP:0410280
SOX18,OMIM:137940,Congenital onset,HP:0003577
SOX18,OMIM:137940,Infantile onset,HP:0003593
SOX18,OMIM:607823,Infantile onset,HP:0003593
SOX18,OMIM:607823,Childhood onset,HP:0011463
SOX18,OMIM:607823,Pediatric onset,HP:0410280
SOX2,OMIM:131300,Pediatric onset,HP:0410280
SOX2,OMIM:131300,Juvenile onset,HP:0003621
SOX2,OMIM:206900,Congenital onset,HP:0003577
SOX3,OMIM:131300,Pediatric onset,HP:0410280
SOX3,OMIM:131300,Juvenile onset,HP:0003621
SOX6,OMIM:618971,Pediatric onset,HP:0410280
SOX6,OMIM:618971,Infantile onset,HP:0003593
SOX9,OMIM:114290,Congenital onset,HP:0003577
SOX9,OMIM:131300,Juvenile onset,HP:0003621
SOX9,OMIM:131300,Pediatric onset,HP:0410280
SP7,OMIM:131300,Juvenile onset,HP:0003621
SP7,OMIM:259770,Congenital onset,HP:0003577
SP7,OMIM:259770,Pediatric onset,HP:0410280
SP7,OMIM:259770,Infantile onset,HP:0003593
SP7,OMIM:613849,Infantile onset,HP:0003593
SP7,OMIM:613849,Pediatric onset,HP:0410280
SPARC,OMIM:131300,Juvenile onset,HP:0003621
SPARC,OMIM:259770,Pediatric onset,HP:0410280
SPARC,OMIM:259770,Congenital onset,HP:0003577
SPARC,OMIM:259770,Infantile onset,HP:0003593
SPARC,OMIM:616507,Infantile onset,HP:0003593
SPARC,OMIM:616507,Childhood onset,HP:0011463
SPARC,OMIM:616507,Pediatric onset,HP:0410280
SPART,OMIM:275900,Pediatric onset,HP:0410280
SPART,OMIM:275900,Childhood onset,HP:0011463
SPATA7,OMIM:180100,Juvenile onset,HP:0003621
SPATA7,OMIM:180100,Childhood onset,HP:0011463
SPATA7,OMIM:604232,Pediatric onset,HP:0410280
SPATA7,OMIM:604232,Neonatal onset,HP:0003623
SPATA7,OMIM:604232,Infantile onset,HP:0003593
SPECC1L,OMIM:131300,Juvenile onset,HP:0003621
SPECC1L,OMIM:131300,Pediatric onset,HP:0410280
SPECC1L,OMIM:145420,Congenital onset,HP:0003577
SPECC1L,OMIM:600251,Congenital onset,HP:0003577
SPEG,OMIM:615959,Pediatric onset,HP:0410280
SPEG,OMIM:615959,Infantile onset,HP:0003593
SPG11,OMIM:602099,Juvenile onset,HP:0003621
SPG11,OMIM:602099,Pediatric onset,HP:0410280
SPG11,OMIM:604360,Childhood onset,HP:0011463
SPG11,OMIM:604360,Pediatric onset,HP:0410280
SPG11,OMIM:604360,Juvenile onset,HP:0003621
SPG11,OMIM:616668,Childhood onset,HP:0011463
SPG11,OMIM:616668,Juvenile onset,HP:0003621
SPG11,OMIM:616668,Pediatric onset,HP:0410280
SPG21,OMIM:248900,Childhood onset,HP:0011463
SPG21,OMIM:248900,Pediatric onset,HP:0410280
SPG7,OMIM:607259,Pediatric onset,HP:0410280
SPG7,OMIM:607259,Juvenile onset,HP:0003621
SPI1,OMIM:619707,Congenital onset,HP:0003577
SPIDR,OMIM:619665,Pediatric onset,HP:0410280
SPIDR,OMIM:619665,Juvenile onset,HP:0003621
SPIN4,OMIM:301114,Congenital onset,HP:0003577
SPINK5,OMIM:131300,Pediatric onset,HP:0410280
SPINK5,OMIM:131300,Juvenile onset,HP:0003621
SPINK5,OMIM:256500,Congenital onset,HP:0003577
SPP2,OMIM:180100,Juvenile onset,HP:0003621
SPP2,OMIM:180100,Childhood onset,HP:0011463
SPP2,OMIM:180100,Pediatric onset,HP:0410280
SPR,OMIM:131300,Juvenile onset,HP:0003621
SPR,OMIM:612716,Infantile onset,HP:0003593
SPR,OMIM:612716,Pediatric onset,HP:0410280
SPRED1,OMIM:131300,Pediatric onset,HP:0410280
SPRED1,OMIM:131300,Juvenile onset,HP:0003621
SPRED2,OMIM:131300,Juvenile onset,HP:0003621
SPRED2,OMIM:619745,Infantile onset,HP:0003593
SPRED2,OMIM:619745,Pediatric onset,HP:0410280
SPRED2,OMIM:619745,Congenital onset,HP:0003577
SPRY4,OMIM:146110,Pediatric onset,HP:0410280
SPRY4,OMIM:146110,Juvenile onset,HP:0003621
SPTAN1,OMIM:613477,Infantile onset,HP:0003593
SPTAN1,OMIM:613477,Pediatric onset,HP:0410280
SPTAN1,OMIM:620528,Juvenile onset,HP:0003621
SPTAN1,OMIM:620528,Childhood onset,HP:0011463
SPTAN1,OMIM:620538,Congenital onset,HP:0003577
SPTAN1,OMIM:620538,Childhood onset,HP:0011463
SPTAN1,OMIM:620538,Juvenile onset,HP:0003621
SPTAN1,OMIM:620540,Infantile onset,HP:0003593
SPTAN1,OMIM:620540,Pediatric onset,HP:0410280
SPTAN1,OMIM:620540,Congenital onset,HP:0003577
SPTAN1,OMIM:620540,Childhood onset,HP:0011463
SPTBN2,OMIM:600224,Infantile onset,HP:0003593
SPTBN2,OMIM:600224,Pediatric onset,HP:0410280
SPTBN2,OMIM:615386,Pediatric onset,HP:0410280
SPTBN2,OMIM:615386,Infantile onset,HP:0003593
SPTBN4,OMIM:617519,Congenital onset,HP:0003577
SPTBN4,OMIM:617519,Neonatal onset,HP:0003623
SPTLC1,OMIM:620285,Pediatric onset,HP:0410280
SPTLC1,OMIM:620285,Early young adult onset,HP:0025708
SPTLC1,OMIM:620285,Childhood onset,HP:0011463
SPTLC1,OMIM:620285,Juvenile onset,HP:0003621
SPTLC2,OMIM:613640,Childhood onset,HP:0011463
SPTLC2,OMIM:613640,Juvenile onset,HP:0003621
SPTLC2,OMIM:613640,Pediatric onset,HP:0410280
SPTSSA,OMIM:620416,Infantile onset,HP:0003593
SPTSSA,OMIM:620416,Pediatric onset,HP:0410280
SPTSSA,OMIM:620417,Infantile onset,HP:0003593
SPTSSA,OMIM:620417,Pediatric onset,HP:0410280
SRA1,OMIM:146110,Juvenile onset,HP:0003621
SRA1,OMIM:146110,Pediatric onset,HP:0410280
SRCAP,OMIM:131300,Juvenile onset,HP:0003621
SRCAP,OMIM:136140,Infantile onset,HP:0003593
SRCAP,OMIM:136140,Pediatric onset,HP:0410280
SRCAP,OMIM:619595,Infantile onset,HP:0003593
SRCAP,OMIM:619595,Pediatric onset,HP:0410280
SRD5A3,OMIM:180100,Juvenile onset,HP:0003621
SRD5A3,OMIM:180100,Childhood onset,HP:0011463
SRD5A3,OMIM:612379,Pediatric onset,HP:0410280
SRD5A3,OMIM:612379,Congenital onset,HP:0003577
SRD5A3,OMIM:612379,Infantile onset,HP:0003593
SRD5A3,OMIM:612713,Infantile onset,HP:0003593
SRD5A3,OMIM:612713,Pediatric onset,HP:0410280
SRD5A3,OMIM:612713,Congenital onset,HP:0003577
SREBF1,OMIM:158310,Congenital onset,HP:0003577
SRP54,OMIM:131300,Juvenile onset,HP:0003621
SRP54,OMIM:131300,Pediatric onset,HP:0410280
SRP54,OMIM:618752,Neonatal onset,HP:0003623
SRP54,OMIM:618752,Childhood onset,HP:0011463
SRP68,OMIM:620534,Infantile onset,HP:0003593
SRP68,OMIM:620534,Pediatric onset,HP:0410280
SRPK3,OMIM:301134,Pediatric onset,HP:0410280
SRPK3,OMIM:301134,Infantile onset,HP:0003593
SRRM2,OMIM:620439,Infantile onset,HP:0003593
SRRM2,OMIM:620439,Pediatric onset,HP:0410280
SSBP1,OMIM:165510,Childhood onset,HP:0011463
SSBP1,OMIM:165510,Juvenile onset,HP:0003621
SSBP1,OMIM:165510,Pediatric onset,HP:0410280
SSR4,OMIM:300934,Congenital onset,HP:0003577
ST14,OMIM:602400,Congenital onset,HP:0003577
ST3GAL3,OMIM:615006,Pediatric onset,HP:0410280
ST3GAL3,OMIM:615006,Infantile onset,HP:0003593
ST3GAL5,OMIM:609056,Pediatric onset,HP:0410280
ST3GAL5,OMIM:609056,Neonatal onset,HP:0003623
ST3GAL5,OMIM:609056,Infantile onset,HP:0003593
STAC3,OMIM:255995,Congenital onset,HP:0003577
STAG1,OMIM:617635,Neonatal onset,HP:0003623
STAG1,OMIM:617635,Congenital onset,HP:0003577
STAG1,OMIM:617635,Pediatric onset,HP:0410280
STAG1,OMIM:617635,Infantile onset,HP:0003593
STAG2,OMIM:301022,Congenital onset,HP:0003577
STAMBP,OMIM:614261,Congenital onset,HP:0003577
STAT1,OMIM:614162,Childhood onset,HP:0011463
STAT1,OMIM:614162,Pediatric onset,HP:0410280
STAT1,OMIM:614162,Juvenile onset,HP:0003621
STAT1,OMIM:614162,Early young adult onset,HP:0025708
STAT1,OMIM:614892,Juvenile onset,HP:0003621
STAT1,OMIM:614892,Childhood onset,HP:0011463
STAT1,OMIM:614892,Pediatric onset,HP:0410280
STAT2,OMIM:616636,Childhood onset,HP:0011463
STAT2,OMIM:616636,Infantile onset,HP:0003593
STAT2,OMIM:616636,Pediatric onset,HP:0410280
STAT3,OMIM:131300,Juvenile onset,HP:0003621
STAT3,OMIM:147060,Infantile onset,HP:0003593
STAT3,OMIM:147060,Pediatric onset,HP:0410280
STAT3,OMIM:615952,Childhood onset,HP:0011463
STAT3,OMIM:615952,Infantile onset,HP:0003593
STAT3,OMIM:615952,Pediatric onset,HP:0410280
STAT3,OMIM:615952,Neonatal onset,HP:0003623
STAT3,OMIM:615952,Juvenile onset,HP:0003621
STAT4,OMIM:620443,Childhood onset,HP:0011463
STAT4,OMIM:620443,Pediatric onset,HP:0410280
STAT5B,OMIM:131300,Juvenile onset,HP:0003621
STAT5B,OMIM:131300,Pediatric onset,HP:0410280
STAT6,OMIM:620532,Infantile onset,HP:0003593
STAT6,OMIM:620532,Pediatric onset,HP:0410280
STEAP3,OMIM:615234,Infantile onset,HP:0003593
STEAP3,OMIM:615234,Pediatric onset,HP:0410280
STEAP3,OMIM:615234,Childhood onset,HP:0011463
STIL,OMIM:612703,Congenital onset,HP:0003577
STIM1,OMIM:131300,Juvenile onset,HP:0003621
STIM1,OMIM:131300,Pediatric onset,HP:0410280
STIM1,OMIM:160565,Pediatric onset,HP:0410280
STIM1,OMIM:160565,Juvenile onset,HP:0003621
STIM1,OMIM:160565,Childhood onset,HP:0011463
STIM1,OMIM:612783,Neonatal onset,HP:0003623
STING1,OMIM:615934,Pediatric onset,HP:0410280
STING1,OMIM:615934,Neonatal onset,HP:0003623
STING1,OMIM:615934,Infantile onset,HP:0003593
STK11,OMIM:175200,Pediatric onset,HP:0410280
STK11,OMIM:175200,Childhood onset,HP:0011463
STK4,OMIM:614868,Childhood onset,HP:0011463
STK4,OMIM:614868,Juvenile onset,HP:0003621
STK4,OMIM:614868,Pediatric onset,HP:0410280
STK4,OMIM:614868,Infantile onset,HP:0003593
STN1,OMIM:617341,Pediatric onset,HP:0410280
STN1,OMIM:617341,Juvenile onset,HP:0003621
STN1,OMIM:617341,Childhood onset,HP:0011463
STRA6,OMIM:601186,Congenital onset,HP:0003577
STRC,OMIM:611102,Congenital onset,HP:0003577
STS,OMIM:308100,Neonatal onset,HP:0003623
STS,OMIM:308100,Childhood onset,HP:0011463
STS,OMIM:308100,Congenital onset,HP:0003577
STS,OMIM:308100,Pediatric onset,HP:0410280
STS,OMIM:308100,Infantile onset,HP:0003593
STT3A,OMIM:615596,Pediatric onset,HP:0410280
STT3A,OMIM:615596,Infantile onset,HP:0003593
STT3A,OMIM:619714,Infantile onset,HP:0003593
STT3A,OMIM:619714,Neonatal onset,HP:0003623
STT3A,OMIM:619714,Pediatric onset,HP:0410280
STT3A,OMIM:619714,Childhood onset,HP:0011463
STT3A,OMIM:619714,Juvenile onset,HP:0003621
STX11,OMIM:603552,Infantile onset,HP:0003593
STX11,OMIM:603552,Pediatric onset,HP:0410280
STX11,OMIM:603552,Childhood onset,HP:0011463
STX1B,OMIM:616172,Pediatric onset,HP:0410280
STX1B,OMIM:616172,Childhood onset,HP:0011463
STX1B,OMIM:616172,Infantile onset,HP:0003593
STX1B,OMIM:616172,Juvenile onset,HP:0003621
STX3,OMIM:619446,Neonatal onset,HP:0003623
STX5,OMIM:620454,Congenital onset,HP:0003577
STXBP1,OMIM:612164,Neonatal onset,HP:0003623
STXBP1,OMIM:612164,Pediatric onset,HP:0410280
STXBP1,OMIM:612164,Infantile onset,HP:0003593
STXBP2,OMIM:613101,Infantile onset,HP:0003593
STXBP2,OMIM:613101,Pediatric onset,HP:0410280
STXBP2,OMIM:613101,Childhood onset,HP:0011463
SUCLA2,OMIM:612073,Pediatric onset,HP:0410280
SUCLA2,OMIM:612073,Infantile onset,HP:0003593
SUCLG1,OMIM:245400,Infantile onset,HP:0003593
SUCLG1,OMIM:245400,Neonatal onset,HP:0003623
SUCLG1,OMIM:245400,Pediatric onset,HP:0410280
SUFU,OMIM:617757,Congenital onset,HP:0003577
SUFU,OMIM:620343,Congenital onset,HP:0003577
SULF1,OMIM:131300,Juvenile onset,HP:0003621
SULF1,OMIM:131300,Pediatric onset,HP:0410280
SULT2B1,OMIM:617571,Congenital onset,HP:0003577
SUMF1,OMIM:131300,Juvenile onset,HP:0003621
SUMF1,OMIM:131300,Pediatric onset,HP:0410280
SUMO1,OMIM:613705,Congenital onset,HP:0003577
SUOX,OMIM:272300,Neonatal onset,HP:0003623
SUPT16H,OMIM:619480,Pediatric onset,HP:0410280
SUPT16H,OMIM:619480,Neonatal onset,HP:0003623
